acc_x,acc_y,acc_z
0.215,0.069,0.989
0.161,0.119,0.994
0.126,0.159,1.009
0.078,0.182,1.017
0.043,0.164,1.028
-0.018,0.175,1.046
-0.104,0.193,1.045
-0.147,0.148,1.01
-0.179,0.075,0.969
-0.2,0.06,0.969
-0.203,0.05,1.016
-0.146,0.015,1.015
-0.095,0.007,0.977
-0.059,-0.008,0.936
0.037,-0.032,0.899
0.133,-0.014,0.941
0.151,0.023,1.032
0.236,0.05,1.078
0.289,0.063,1.034
0.271,0.07,1.008
0.185,0.062,0.996
0.207,0.056,1.003
0.215,0.049,1.013
0.206,0.044,1.014
0.2,0.041,1.003
0.186,0.033,0.997
0.179,0.024,0.99
0.165,0.014,0.974
0.166,0.007,0.98
0.162,-0.008,0.984
0.171,-0.024,0.968
0.194,-0.049,0.959
0.176,-0.04,0.954
0.151,-0.013,0.934
0.219,0.021,0.956
0.191,0.085,1.029
0.057,0.175,1.105
-0.085,0.218,1.079
-0.134,0.198,1.023
-0.073,0.228,1.062
0.002,0.21,0.975
0.167,0.08,0.889
0.221,0.014,0.901
0.347,-0.044,0.967
0.357,-0.055,1.009
0.274,-0.04,1.036
0.236,-0.033,1.03
0.231,-0.011,1.002
0.253,-0.002,0.988
0.274,0.005,0.984
0.219,0.05,0.995
0.174,0.1,1.028
0.075,0.15,1.043
-0.077,0.191,0.982
-0.103,0.22,0.928
-0.014,0.223,0.969
0.0,0.223,1.043
0.025,0.198,1.078
-0.03,0.153,1.075
-0.223,0.084,1.004
-0.205,0.053,0.963
-0.208,0.028,0.984
-0.159,0.014,1.057
-0.113,-0.002,1.07
-0.032,-0.073,0.96
0.113,-0.11,0.797
0.219,-0.077,0.766
0.188,-0.038,0.896
0.342,0.02,1.079
0.386,0.051,1.184
0.245,0.066,1.142
0.145,0.056,1.031
0.043,0.04,0.961
0.008,0.046,0.941
0.084,0.037,0.98
0.199,0.014,1.039
0.262,-0.013,1.04
0.267,-0.047,0.995
0.239,-0.065,0.942
0.246,-0.054,0.937
0.258,-0.02,0.957
0.22,0.003,0.973
0.098,0.042,0.999
-0.018,0.103,1.029
-0.106,0.127,0.989
-0.125,0.156,0.912
0.039,0.192,0.972
0.163,0.168,1.099
0.12,0.167,1.089
0.123,0.074,0.975
0.12,-0.006,0.919
0.196,-0.024,0.948
0.247,-0.052,1.046
0.274,-0.044,1.075
0.24,-0.053,1.046
0.187,-0.055,1.007
0.206,-0.043,0.993
0.25,-0.02,1.0
0.26,0.007,0.999
0.259,0.043,1.021
0.187,0.099,1.02
0.048,0.148,0.963
-0.057,0.173,0.914
-0.009,0.185,0.968
-0.061,0.219,1.05
-0.175,0.231,1.077
-0.174,0.165,1.06
-0.208,0.076,1.004
-0.214,0.064,0.932
-0.224,0.015,0.951
-0.265,0.03,0.96
-0.186,0.019,0.963
0.027,-0.049,0.925
0.164,-0.058,0.882
0.258,-0.049,0.921
0.34,-0.018,1.026
0.373,0.013,1.101
0.295,0.053,1.089
0.203,0.052,1.026
0.108,0.039,0.987
0.097,0.055,1.0
0.119,0.054,1.019
0.206,0.037,1.024
0.249,0.011,0.996
0.238,-0.016,0.953
0.224,-0.031,0.947
0.183,-0.042,0.95
0.175,-0.047,0.948
0.223,-0.051,0.971
0.281,-0.023,0.986
0.256,0.021,0.976
0.212,0.046,0.988
0.138,0.088,1.042
0.046,0.139,1.074
-0.039,0.183,1.066
0.001,0.211,1.074
0.035,0.197,1.018
0.109,0.098,0.902
0.207,0.036,0.872
0.263,0.003,0.918
0.235,-0.041,1.034
0.242,-0.038,1.069
0.212,-0.047,1.032
0.145,-0.039,0.981
0.15,-0.022,0.959
0.179,-0.018,0.989
0.212,0.004,1.004
0.195,0.035,1.005
0.221,0.08,1.02
0.159,0.11,1.016
0.051,0.143,0.982
-0.008,0.163,0.969
-0.097,0.189,1.013
-0.142,0.19,1.068
-0.13,0.155,1.039
-0.126,0.08,1.003
-0.167,0.062,1.0
-0.226,0.056,1.031
-0.256,0.047,1.016
-0.212,0.038,0.97
0.008,-0.019,0.937
0.241,-0.089,0.869
0.369,-0.07,0.859
0.378,-0.035,0.912
0.367,-0.011,1.028
0.327,0.011,1.13
0.264,0.037,1.118
0.162,0.05,1.039
0.082,0.057,0.979
0.1,0.047,0.947
0.227,0.02,0.967
0.318,-0.009,1.0
0.284,-0.017,1.014
0.223,-0.02,1.0
0.204,-0.034,0.962
0.2,-0.036,0.931
0.216,-0.029,0.946
0.215,-0.023,0.983
0.223,-0.003,0.999
0.211,0.022,1.006
0.122,0.054,0.995
-0.032,0.117,0.942
-0.039,0.174,0.988
-0.013,0.183,1.089
0.053,0.176,1.12
0.148,0.125,1.029
0.224,0.017,0.928
0.28,-0.018,0.893
0.323,-0.043,0.934
0.323,-0.052,0.985
0.299,-0.047,1.025
0.248,-0.049,1.019
0.307,-0.042,0.99
0.363,-0.035,0.976
0.344,-0.027,0.958
0.246,0.02,0.967
0.172,0.061,1.01
0.1,0.098,1.0
0.035,0.124,0.948
0.055,0.144,0.957
-0.035,0.169,1.037
-0.195,0.196,1.086
-0.25,0.143,1.054
-0.222,0.079,1.005
-0.3,0.067,0.987
-0.273,0.029,1.022
-0.165,0.032,1.004
0.003,-0.055,0.929
0.273,-0.136,0.776
0.399,-0.086,0.81
0.26,-0.028,0.972
0.299,0.009,1.14
0.249,0.046,1.175
0.104,0.064,1.068
-0.058,0.057,0.98
-0.056,0.057,0.943
0.133,0.029,0.964
0.332,0.003,1.024
0.359,-0.018,1.037
0.292,-0.048,0.981
0.218,-0.061,0.921
0.164,-0.064,0.897
0.171,-0.058,0.935
0.203,-0.023,0.989
0.261,0.021,1.02
0.198,0.028,1.011
0.083,0.043,0.993
0.052,0.079,1.01
0.062,0.117,1.021
0.146,0.151,1.052
0.129,0.168,1.073
0.078,0.174,1.013
0.14,0.099,0.95
0.195,0.033,0.928
0.245,0.018,0.953
0.279,-0.032,1.016
0.36,-0.05,1.059
0.281,-0.052,1.046
0.18,-0.058,0.995
0.175,-0.041,0.976
0.169,-0.026,0.996
0.219,-0.012,0.991
0.19,0.016,0.975
0.213,0.081,0.991
0.189,0.115,0.995
0.141,0.133,1.003
0.075,0.143,0.992
-0.057,0.148,0.962
-0.153,0.152,0.984
-0.217,0.151,1.059
-0.272,0.118,1.086
-0.25,0.062,1.045
-0.294,0.044,1.03
-0.291,0.056,1.027
-0.144,0.002,0.976
0.092,-0.077,0.887
0.334,-0.144,0.763
0.416,-0.105,0.791
0.31,-0.044,0.921
0.41,-0.014,1.104
0.347,0.036,1.138
0.226,0.04,1.049
0.073,0.044,0.974
0.016,0.057,0.956
0.116,0.046,1.005
0.284,0.023,1.044
0.358,-0.01,1.039
0.313,-0.037,0.974
0.265,-0.045,0.928
0.212,-0.045,0.935
0.229,-0.042,0.952
0.236,-0.038,0.968
0.266,-0.027,0.978
0.281,-0.017,0.98
0.227,0.015,0.967
0.144,0.054,0.99
0.089,0.097,1.043
0.006,0.121,1.062
-0.051,0.131,0.991
0.03,0.128,0.961
0.11,0.128,1.042
0.179,0.143,1.097
0.218,0.103,1.051
0.15,0.017,0.961
0.148,-0.016,0.881
0.249,-0.06,0.87
0.358,-0.044,0.951
0.374,-0.06,1.02
0.364,-0.06,1.039
0.309,-0.039,1.026
0.282,-0.034,0.996
0.281,-0.001,0.966
0.207,0.051,0.981
0.142,0.104,1.025
0.085,0.142,1.042
-0.018,0.144,0.973
-0.012,0.13,0.934
0.071,0.145,1.005
-0.035,0.145,1.071
-0.132,0.128,1.076
-0.184,0.071,1.008
-0.171,0.01,0.942
-0.189,-0.005,0.959
-0.164,0.014,1.044
-0.064,0.001,1.047
0.058,-0.053,0.92
0.102,-0.042,0.838
0.056,0.002,0.897
0.123,0.01,1.022
0.284,0.022,1.132
0.281,0.05,1.115
0.229,0.055,1.031
0.156,0.044,0.968
0.118,0.041,0.985
0.168,0.057,1.049
0.197,0.051,1.067
0.237,0.021,1.016
0.229,-0.005,0.963
0.206,-0.031,0.951
0.181,-0.038,0.956
0.168,-0.034,0.965
0.163,-0.039,0.952
0.199,-0.044,0.948
0.242,-0.026,0.967
0.271,0.003,0.979
0.267,0.031,1.012
0.129,0.089,1.055
0.009,0.131,1.032
-0.052,0.133,0.984
0.041,0.156,1.034
0.071,0.154,1.081
0.183,0.115,1.003
0.238,0.032,0.9
0.279,-0.022,0.885
0.248,-0.043,0.957
0.265,-0.048,1.04
0.253,-0.046,1.053
0.2,-0.049,1.016
0.226,-0.017,0.997
0.228,0.008,1.002
0.195,0.025,0.994
0.159,0.065,1.023
0.151,0.114,1.034
0.151,0.117,1.001
0.185,0.105,0.962
0.154,0.082,0.959
0.081,0.079,1.003
-0.064,0.105,1.028
-0.189,0.088,0.997
-0.129,0.046,0.993
-0.072,0.041,1.015
-0.106,0.052,1.058
-0.111,0.05,1.066
-0.081,0.031,1.045
0.049,-0.034,0.946
0.141,-0.044,0.86
0.191,-0.018,0.864
0.301,-0.003,0.94
0.409,0.004,1.056
0.384,0.03,1.102
0.23,0.063,1.087
0.34,-0.211,0.822
0.455,-0.225,0.781
0.438,-0.156,0.864
0.381,-0.091,0.967
0.375,-0.031,1.043
0.269,0.019,1.077
0.065,0.057,1.034
-0.02,0.07,0.993
0.045,0.037,0.976
0.269,-0.012,1.008
0.398,-0.081,1.017
0.448,-0.147,0.972
0.418,-0.164,0.925
0.369,-0.155,0.904
0.291,-0.132,0.898
0.217,-0.075,0.914
0.124,0.017,0.951
0.091,0.108,1.017
0.005,0.166,1.075
-0.185,0.219,1.091
-0.183,0.26,1.118
-0.021,0.25,1.094
0.166,0.162,0.976
0.232,0.024,0.912
0.255,-0.03,0.916
0.315,-0.106,0.955
0.364,-0.149,0.983
0.274,-0.138,0.94
0.26,-0.125,0.94
0.264,-0.091,0.982
0.261,-0.069,1.006
0.249,-0.055,1.022
0.219,0.008,1.038
0.144,0.063,1.034
0.084,0.089,1.011
0.075,0.094,1.016
0.18,0.115,1.046
0.281,0.133,1.027
0.247,0.132,0.988
0.115,0.18,0.995
-0.116,0.232,1.038
-0.244,0.226,1.101
-0.232,0.169,1.116
-0.243,0.1,1.007
-0.174,0.039,0.866
0.002,-0.052,0.853
0.231,-0.116,0.858
0.394,-0.207,0.802
0.547,-0.254,0.785
0.553,-0.186,0.876
0.517,-0.122,0.966
0.45,-0.042,1.012
0.325,0.008,1.027
0.141,0.049,1.025
0.081,0.074,1.021
0.113,0.051,1.001
0.261,0.005,1.006
0.4,-0.042,1.009
0.457,-0.093,0.988
0.453,-0.138,0.959
0.401,-0.148,0.931
0.363,-0.152,0.907
0.339,-0.14,0.886
0.211,-0.094,0.866
0.078,-0.045,0.862
0.063,0.015,0.9
0.13,0.106,0.993
0.159,0.209,1.073
0.045,0.235,1.081
0.095,0.229,1.09
0.096,0.256,1.095
0.071,0.249,1.003
0.123,0.127,0.953
0.153,0.068,0.955
0.277,-0.035,0.952
0.381,-0.134,0.967
0.418,-0.154,0.988
0.397,-0.158,1.009
0.354,-0.118,1.006
0.31,-0.077,0.986
0.261,-0.04,0.963
0.208,0.01,0.945
0.237,0.077,0.996
0.27,0.143,1.051
0.163,0.184,1.044
-0.042,0.224,0.954
-0.018,0.22,0.953
-0.023,0.221,0.999
-0.083,0.21,1.045
-0.084,0.176,1.084
-0.091,0.102,1.064
-0.148,0.037,0.991
-0.245,0.015,0.956
-0.148,-0.03,0.988
0.043,-0.079,0.985
0.097,-0.112,0.937
0.113,-0.118,0.903
0.156,-0.101,0.901
0.278,-0.094,0.846
0.445,-0.039,0.936
0.414,0.008,1.08
0.364,0.038,1.117
0.291,0.04,1.068
0.178,0.024,0.995
0.089,0.035,0.978
0.088,0.017,0.986
0.234,-0.014,1.012
0.336,-0.043,1.023
0.342,-0.071,1.012
0.281,-0.074,0.947
0.254,-0.082,0.879
0.272,-0.118,0.872
0.294,-0.103,0.941
0.274,-0.055,1.002
0.249,-0.01,1.006
0.174,0.026,0.997
0.071,0.077,1.015
-0.019,0.153,1.081
-0.139,0.22,1.079
-0.216,0.238,1.002
-0.086,0.242,1.042
-0.014,0.259,1.085
0.008,0.188,1.011
0.015,0.049,0.948
0.131,-0.011,0.906
0.305,-0.084,0.862
0.36,-0.164,0.892
0.368,-0.163,0.953
0.346,-0.163,0.996
0.34,-0.132,1.029
0.327,-0.096,1.031
0.24,-0.06,0.975
0.162,-0.017,0.938
0.141,0.049,0.949
0.066,0.117,0.995
-0.045,0.166,1.028
-0.157,0.195,1.042
-0.154,0.207,1.023
-0.097,0.189,0.973
-0.04,0.181,0.984
-0.074,0.182,1.023
-0.192,0.142,1.039
-0.255,0.075,1.031
-0.349,0.033,1.008
-0.362,-0.011,1.002
-0.156,-0.085,1.005
0.038,-0.165,0.958
0.143,-0.206,0.869
0.155,-0.187,0.76
0.168,-0.11,0.798
0.263,-0.034,1.027
0.335,0.016,1.196
0.243,0.065,1.204
0.126,0.064,1.101
0.041,0.057,0.975
-0.069,0.066,0.925
-0.083,0.055,0.986
0.029,0.024,1.065
0.136,-0.041,1.059
0.232,-0.113,1.016
0.239,-0.146,0.964
0.274,-0.139,0.975
0.194,-0.082,0.992
0.016,-0.022,0.976
-0.062,0.023,0.94
-0.101,0.038,0.915
-0.007,0.087,0.945
0.106,0.151,1.01
0.076,0.2,1.053
0.047,0.223,1.085
0.018,0.218,1.099
0.002,0.225,1.087
0.066,0.191,1.032
0.067,0.119,0.963
0.097,0.074,0.969
0.177,0.006,1.016
0.242,-0.092,1.01
0.375,-0.125,0.986
0.362,-0.133,0.968
0.307,-0.149,0.977
0.257,-0.146,1.0
0.177,-0.136,0.99
0.195,-0.114,0.991
0.218,-0.09,0.966
0.283,-0.084,0.951
0.371,-0.095,0.962
0.317,-0.052,0.974
0.17,0.02,0.985
0.076,0.097,0.988
-0.077,0.152,0.958
-0.188,0.197,0.94
-0.206,0.242,0.975
-0.144,0.239,1.042
-0.056,0.214,1.108
-0.138,0.171,1.069
-0.215,0.076,0.979
-0.261,0.013,0.956
-0.254,-0.042,1.002
-0.116,-0.1,1.027
0.053,-0.17,0.989
0.118,-0.213,0.885
0.149,-0.203,0.823
0.099,-0.146,0.875
0.159,-0.079,1.003
0.313,-0.008,1.126
0.285,0.059,1.134
0.17,0.087,1.07
0.107,0.094,1.007
-0.004,0.087,0.967
-0.004,0.076,1.005
0.096,0.036,1.054
0.212,-0.026,1.057
0.224,-0.066,1.017
0.194,-0.076,0.976
0.124,-0.082,0.962
0.103,-0.096,0.957
0.154,-0.114,0.954
0.222,-0.13,0.962
0.191,-0.096,0.968
0.117,-0.04,0.987
0.081,0.017,1.017
0.032,0.098,1.058
-0.013,0.162,1.081
-0.12,0.19,1.026
-0.059,0.199,1.053
-0.031,0.211,1.111
0.009,0.185,1.069
0.016,0.074,0.947
0.06,-0.02,0.863
0.221,-0.081,0.847
0.348,-0.167,0.911
0.422,-0.18,0.979
0.403,-0.164,1.028
0.29,-0.127,1.046
0.218,-0.076,1.046
0.058,-0.02,0.99
-0.06,0.024,0.923
-0.026,0.065,0.944
0.049,0.143,1.037
-0.022,0.203,1.056
-0.126,0.218,0.988
-0.114,0.234,0.984
-0.111,0.236,1.049
-0.195,0.195,1.07
-0.227,0.084,1.041
-0.205,0.018,1.005
-0.247,-0.032,1.007
-0.145,-0.073,1.015
-0.051,-0.101,0.995
-0.01,-0.131,0.922
0.109,-0.143,0.839
0.181,-0.11,0.814
0.266,-0.056,0.874
0.4,0.007,1.046
0.343,0.021,1.161
0.248,0.017,1.156
0.11,0.013,1.071
-0.028,0.02,0.994
-0.045,0.025,0.96
0.051,-0.009,0.968
0.182,-0.05,0.993
0.257,-0.084,1.008
0.264,-0.122,0.993
0.197,-0.147,0.955
0.213,-0.109,0.979
0.204,0.003,1.047
0.023,0.078,1.09
-0.18,0.13,1.074
-0.275,0.164,0.969
-0.148,0.187,0.926
0.079,0.206,1.033
0.109,0.208,1.085
0.068,0.13,1.012
0.121,0.03,0.934
0.139,-0.027,0.913
0.199,-0.085,0.922
0.277,-0.115,0.979
0.329,-0.116,1.019
0.327,-0.142,1.036
0.22,-0.11,1.021
0.161,-0.064,1.004
0.103,-0.032,0.979
0.04,-0.007,0.973
0.042,0.02,0.995
0.12,0.063,1.047
0.156,0.09,1.088
0.095,0.143,1.079
-0.036,0.159,1.039
-0.166,0.187,0.959
-0.175,0.211,0.938
-0.142,0.208,1.001
-0.207,0.148,1.037
-0.236,0.074,0.994
-0.181,-0.001,0.991
-0.204,-0.048,1.012
-0.151,-0.073,1.003
-0.053,-0.102,0.944
0.031,-0.115,0.885
0.005,-0.11,0.839
0.038,-0.082,0.849
0.249,-0.053,0.966
0.431,-0.009,1.143
0.283,0.027,1.177
0.125,0.025,1.114
0.005,0.038,1.019
-0.105,0.05,0.977
-0.086,0.043,0.997
0.042,0.007,1.026
0.175,-0.045,1.051
0.227,-0.09,1.03
0.223,-0.134,0.977
0.191,-0.163,0.938
0.125,-0.147,0.939
0.036,-0.093,0.975
0.069,-0.024,1.052
0.07,0.055,1.061
-0.092,0.102,1.007
-0.172,0.141,0.985
-0.189,0.221,0.927
-0.125,0.274,1.001
-0.081,0.261,1.123
-0.053,0.237,1.058
-0.052,0.069,0.912
0.071,-0.025,0.882
0.21,-0.05,0.947
0.199,-0.099,1.025
0.199,-0.121,1.088
0.255,-0.122,1.104
0.198,-0.126,1.065
0.079,-0.111,0.986
-0.064,-0.075,0.924
-0.117,-0.016,0.937
-0.069,0.079,1.007
-0.004,0.148,1.087
-0.113,0.181,1.077
-0.188,0.206,1.001
-0.115,0.214,0.973
-0.106,0.191,1.01
-0.129,0.171,1.077
-0.143,0.118,1.089
-0.257,0.039,0.996
-0.283,0.012,0.942
-0.367,-0.045,0.94
-0.252,-0.093,0.943
-0.043,-0.13,0.944
0.095,-0.166,0.919
0.183,-0.15,0.892
0.162,-0.099,0.924
0.129,-0.044,0.973
0.197,0.007,1.056
0.145,0.046,1.104
0.038,0.067,1.08
-0.015,0.043,1.022
-0.076,0.014,0.991
-0.04,0.01,0.996
0.105,-0.021,1.02
0.187,-0.061,1.041
0.181,-0.094,1.014
0.179,-0.133,0.972
0.158,-0.172,0.925
0.159,-0.179,0.917
0.218,-0.123,0.955
0.19,-0.028,1.032
0.033,0.07,1.085
-0.165,0.133,1.03
-0.19,0.169,0.972
-0.041,0.218,1.011
0.03,0.216,1.114
0.04,0.202,1.171
0.11,0.149,1.036
0.075,0.013,0.868
0.185,-0.08,0.826
0.311,-0.123,0.89
0.286,-0.147,1.036
0.246,-0.141,1.108
0.245,-0.158,1.101
0.247,-0.146,1.036
0.276,-0.139,0.963
0.278,-0.113,0.926
0.158,-0.049,0.917
0.05,0.029,0.969
-0.054,0.131,1.005
-0.22,0.196,0.967
-0.193,0.242,0.978
-0.144,0.239,1.018
-0.194,0.231,1.042
-0.106,0.191,1.058
-0.122,0.096,1.033
-0.257,0.032,0.97
-0.308,0.011,0.962
-0.248,-0.063,0.98
-0.194,-0.072,0.974
-0.111,-0.099,0.957
0.029,-0.148,0.909
0.281,-0.173,0.796
0.495,-0.128,0.86
0.513,-0.073,0.982
0.546,-0.02,1.079
0.412,0.004,1.131
0.125,0.013,1.064
-0.09,0.033,1.007
-0.072,0.018,0.973
0.145,-0.047,0.967
0.369,-0.102,1.014
0.437,-0.133,1.04
0.372,-0.16,1.015
0.324,-0.166,0.956
0.256,-0.145,0.898
0.224,-0.113,0.905
0.219,-0.061,0.933
0.119,0.003,0.931
0.029,0.051,0.97
-0.074,0.14,1.023
-0.216,0.223,1.049
-0.221,0.282,1.135
-0.118,0.302,1.118
0.008,0.194,0.978
0.078,0.052,0.9
0.172,-0.004,0.903
0.26,-0.088,0.951
0.18,-0.11,0.988
0.207,-0.127,1.015
0.25,-0.139,1.032
0.267,-0.142,1.013
0.317,-0.142,1.003
0.32,-0.137,0.992
0.288,-0.111,0.986
0.229,-0.047,1.01
0.184,0.026,1.028
0.164,0.064,1.02
0.113,0.089,1.009
-0.038,0.113,0.948
-0.008,0.13,0.921
0.014,0.176,0.994
-0.162,0.191,1.057
-0.352,0.179,1.057
-0.296,0.117,1.006
-0.234,-0.005,0.969
-0.23,-0.05,0.978
-0.124,-0.084,1.004
-0.05,-0.133,0.976
0.061,-0.173,0.861
0.156,-0.149,0.805
0.216,-0.092,0.899
0.294,-0.046,1.076
0.336,0.009,1.178
0.153,0.032,1.132
0.035,0.043,1.033
-0.021,0.028,0.95
0.02,0.002,0.966
0.147,-0.021,1.029
0.237,-0.062,1.057
0.245,-0.096,1.016
0.22,-0.112,0.94
0.23,-0.132,0.893
0.245,-0.121,0.923
0.214,-0.056,1.001
0.11,0.011,1.056
-0.076,0.072,1.044
-0.133,0.123,1.008
-0.075,0.18,0.983
0.031,0.205,1.04
0.03,0.203,1.112
-0.024,0.179,1.07
0.02,0.06,0.929
0.09,-0.024,0.882
0.237,-0.072,0.946
0.259,-0.106,1.037
0.184,-0.119,1.074
0.148,-0.143,1.058
0.131,-0.147,1.005
0.108,-0.118,0.955
0.094,-0.097,0.954
0.152,-0.093,1.0
0.225,-0.038,1.056
0.209,0.004,1.08
0.129,0.055,1.034
0.011,0.095,1.0
-0.118,0.142,1.005
-0.212,0.174,1.002
-0.219,0.199,0.994
-0.188,0.199,0.987
-0.135,0.154,1.001
-0.18,0.06,0.977
-0.263,0.009,0.953
-0.319,-0.018,0.968
-0.243,-0.094,0.996
-0.103,-0.121,1.02
-0.014,-0.144,0.976
0.085,-0.162,0.862
0.242,-0.142,0.83
0.26,-0.078,0.948
0.278,-0.028,1.077
0.292,0.0,1.15
0.182,0.025,1.124
0.04,0.038,1.024
-0.129,0.02,0.936
-0.093,0.002,0.924
0.055,-0.039,0.978
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.075,-0.18,1.013
-0.052,-0.209,0.967
0.056,-0.234,0.893
0.193,-0.316,0.776
0.318,-0.389,0.706
0.278,-0.34,0.738
0.249,-0.284,0.813
0.406,-0.276,0.884
0.596,-0.258,0.919
0.666,-0.25,0.917
0.607,-0.267,0.885
0.604,-0.304,0.86
0.579,-0.318,0.863
0.423,-0.27,0.861
0.285,-0.179,0.907
0.047,-0.096,0.982
-0.188,-0.038,1.093
-0.256,-0.006,1.166
-0.226,-0.014,1.153
0.001,-0.049,1.06
0.276,-0.162,0.935
0.364,-0.242,0.862
0.316,-0.282,0.862
0.172,-0.287,0.939
0.042,-0.266,0.984
-0.025,-0.256,0.973
0.004,-0.247,0.949
0.031,-0.237,0.927
0.158,-0.264,0.935
0.24,-0.279,0.949
0.232,-0.252,0.971
0.205,-0.218,0.99
0.152,-0.163,1.011
0.107,-0.141,1.011
0.177,-0.132,1.008
0.409,-0.125,1.064
0.346,-0.121,1.049
0.079,-0.109,0.97
-0.017,-0.119,0.907
-0.079,-0.106,0.935
-0.062,-0.094,1.057
-0.023,-0.117,1.117
0.011,-0.184,1.09
0.08,-0.251,1.0
0.121,-0.266,0.94
0.034,-0.244,0.918
0.041,-0.228,0.897
0.134,-0.253,0.851
0.231,-0.266,0.81
0.352,-0.298,0.831
0.443,-0.303,0.879
0.521,-0.306,0.874
0.57,-0.313,0.856
0.548,-0.306,0.837
0.535,-0.27,0.864
0.593,-0.277,0.889
0.583,-0.279,0.887
0.479,-0.255,0.882
0.35,-0.213,0.909
0.147,-0.147,0.934
-0.063,-0.103,0.996
-0.18,-0.048,1.055
-0.244,-0.012,1.051
-0.058,-0.012,1.104
0.269,-0.065,1.134
0.429,-0.139,0.935
0.227,-0.245,0.842
0.007,-0.195,0.901
-0.075,-0.209,1.064
-0.11,-0.178,1.113
-0.099,-0.2,1.045
0.001,-0.265,0.958
0.104,-0.28,0.877
0.134,-0.27,0.857
0.171,-0.269,0.924
0.172,-0.247,1.007
0.155,-0.216,1.009
0.143,-0.12,1.045
0.165,-0.13,1.013
0.393,-0.129,0.965
0.388,-0.113,1.003
0.077,-0.098,1.036
-0.313,-0.073,1.016
-0.36,-0.078,1.013
-0.266,-0.112,0.986
-0.096,-0.088,0.987
0.014,-0.118,1.062
-0.028,-0.136,1.055
-0.042,-0.167,0.948
0.139,-0.267,0.819
0.324,-0.307,0.77
0.353,-0.305,0.81
0.39,-0.286,0.865
0.532,-0.326,0.816
0.559,-0.33,0.828
0.508,-0.307,0.883
0.495,-0.278,0.885
0.567,-0.274,0.896
0.705,-0.282,0.877
0.683,-0.287,0.802
0.557,-0.257,0.785
0.383,-0.208,0.823
0.108,-0.131,0.923
-0.169,-0.041,1.056
-0.359,0.023,1.128
-0.293,0.039,1.112
-0.015,-0.009,1.103
0.249,-0.056,1.086
0.365,-0.171,0.953
0.293,-0.27,0.859
0.193,-0.243,0.871
0.062,-0.254,0.942
0.003,-0.237,0.973
0.001,-0.228,0.973
0.014,-0.225,0.974
0.073,-0.216,1.001
0.127,-0.215,0.999
0.179,-0.216,1.012
0.127,-0.225,0.954
0.103,-0.134,0.945
0.108,-0.096,0.965
0.269,-0.094,0.986
0.435,-0.073,0.999
0.472,-0.099,0.98
0.227,-0.104,0.949
-0.182,-0.067,1.003
-0.466,-0.034,1.08
-0.43,-0.06,1.05
-0.117,-0.096,0.985
0.138,-0.117,1.007
0.151,-0.161,1.056
0.013,-0.192,1.071
-0.106,-0.207,1.007
-0.03,-0.263,0.903
0.095,-0.264,0.814
0.139,-0.236,0.795
0.216,-0.243,0.846
0.387,-0.277,0.877
0.578,-0.29,0.883
0.647,-0.284,0.919
0.578,-0.281,0.871
0.601,-0.282,0.836
0.638,-0.274,0.851
0.608,-0.265,0.891
0.553,-0.225,0.907
0.451,-0.194,0.879
0.198,-0.138,0.903
-0.082,-0.062,0.981
-0.256,-0.012,1.035
-0.296,0.01,1.027
-0.036,0.002,1.052
0.2,-0.051,1.129
0.271,-0.09,1.117
0.296,-0.135,0.955
0.21,-0.237,0.858
0.098,-0.241,0.869
0.036,-0.224,0.959
0.008,-0.216,1.017
-0.032,-0.23,0.971
0.006,-0.247,0.949
0.07,-0.259,0.925
0.125,-0.245,0.94
0.192,-0.235,0.989
0.231,-0.223,1.048
0.151,-0.183,1.053
0.086,-0.126,0.999
0.053,-0.056,1.01
-0.019,-0.033,1.012
0.138,-0.031,0.996
0.372,-0.08,0.983
0.287,-0.105,0.984
0.073,-0.11,1.019
-0.123,-0.13,1.066
-0.236,-0.138,1.078
-0.212,-0.125,0.996
0.017,-0.11,0.995
0.122,-0.129,1.021
0.087,-0.178,1.003
0.038,-0.23,0.954
0.097,-0.261,0.909
0.17,-0.261,0.894
0.204,-0.257,0.907
0.222,-0.238,0.916
0.257,-0.239,0.891
0.413,-0.256,0.9
0.5,-0.268,0.917
0.486,-0.274,0.903
0.443,-0.255,0.907
0.429,-0.245,0.91
0.448,-0.244,0.9
0.532,-0.244,0.866
0.748,-0.301,0.846
0.774,-0.326,0.809
0.623,-0.302,0.794
0.448,-0.227,0.809
0.273,-0.162,0.863
0.009,-0.045,1.007
-0.188,0.039,1.115
-0.113,0.034,1.12
0.194,0.002,1.124
0.187,0.032,1.042
0.09,-0.021,0.894
0.044,-0.132,0.893
0.03,-0.151,0.93
0.076,-0.268,0.965
0.139,-0.314,0.933
0.15,-0.371,0.896
0.134,-0.39,0.881
0.076,-0.388,0.872
0.068,-0.412,0.888
0.154,-0.376,0.945
0.156,-0.27,0.996
0.068,-0.174,1.04
0.08,-0.083,1.054
0.08,-0.042,1.033
0.222,-0.045,1.034
0.239,-0.036,1.056
0.224,-0.021,1.103
0.218,-0.064,1.121
0.144,-0.144,1.059
0.071,-0.182,1.027
0.002,-0.209,1.023
-0.029,-0.238,0.939
0.075,-0.247,0.879
0.124,-0.262,0.901
0.103,-0.257,0.92
0.116,-0.263,0.927
0.115,-0.274,0.901
